rok,miasto,nazwa,sentence,kategorie,tag
2020,Warszawa,Bezpieczne podwórka dla wszystkich  rewitalizacja podwórek przy ul. Darłowskiej ul. Grenadierów i ul. Białowieskiej,bezpieczny rewitalizacja podwórek darłowski grenadier białowieski,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Duża ścianka wspinaczkowa. Parkalejki z ławkami stolik szachowy. Ścieżka zdrowia fit. Gocław. Grochów ,dużać ścianka wspinaczkowy ławka stolik szachowy fit grochówa,INFRASTRUKTURA,ławka
2020,Warszawa,Rewitalizacja terenu boiska do piłki nożnej dwóch boisk do gry w dwa ognie oraz bieżni okólnej w SP,rewitalizacja piłka nożny gra ogień bieżny okólny,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Wiosenne łączki roślin cebulowych na całej Pradze Południe,wiosenny łączka roślina cebulowy,NATURA,roślin
2020,Warszawa,Remont chodnika przy ul. Nowaka Jeziorańskiego i ul. Kwarcianej,remont chodnik nowak kwarciany,INFRASTRUKTURA,remont
2020,Warszawa,Ochrona drzew Saskiej Kępy  kontynuacja,ochrona,NATURA,ochrona
2020,Warszawa,Mural na budynku Szkoły Podstawowej Nr ,mural budynek,INFRASTRUKTURA,mural
2020,Warszawa,Wybieg dla psów i zieleń na Pradze,wybieg pies zieleń,NATURA,zieleń
2020,Warszawa,Działalność edukacyjnokulturalna dla dzieci i młodzieży oraz dorosłych w bibliotekach na PradzePołudnie ,działalność edukacyjnokulturalny dziecko młodzież dorosły biblioteka,EDUKACJA,edukacyjny
2020,Warszawa,Warsztaty z zakresu bezpieczeństwa dzieci na drodze  niechronionych uczestników ruchu drogowego ,warsztaty dziecko chronić uczestnik ruch,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Kuźnia liderów dialogu obywatelskiego seminaria informacyjnokonsultacyjne,kuźnia lider dialog obywatelski informacyjnokonsultacyjny,INFRASTRUKTURA,komunikacja
2020,Warszawa,Więcej zieleni  mniej betonu nowe drzewa na ul. Zwycięzców ,zielony beton zwycięzca,NATURA,zielony
2020,Warszawa,Łąkostrada na Al. Stanów Zjednoczonych,stanowić,INFRASTRUKTURA,stworzyć
2020,Warszawa,Miejsce spotkań mieszkańców  Dom Sąsiedzki na Gocławiu ,spotkać mieszkaniec,SPOŁECZEŃSTWO,mieszkaniec
2020,Warszawa,Samoobrona dla dzieci i dorosłych oraz warsztaty przeciwdziałania przemocy rówieśniczej,samoobrona dziecko dorosły warsztaty przemoc rówieśniczy,SPOŁECZEŃSTWO,dorosły
2020,Warszawa,Wzmocni kręgosłup  gimnastyka rehabilitacyjna w wodzie,wzmocnić kręgosłup gimnastyka rehabilitacyjny woda,SPOŁECZEŃSTWO,gimnastyczny
2020,Warszawa,Ćwicz z mamą i tatą  sportowe soboty. Kocham Pracę,ćwiczyć mama tata sport sobota kochać,SPOŁECZEŃSTWO,ćwiczyć
2020,Warszawa,Skatepark. Kocham Pracę,skatepark kochać,SPOŁECZEŃSTWO,skatepark
2020,Warszawa,Skwer małego strażaka,skwer strażak,NATURA,skwer
2020,Warszawa,Chronimy ptaki wiewiórki nietoperze i owady zapylające na Pradze Północkonserwacja i zawieszanie skrzynek lęgowych zimowe dokarmianie ptaków utrzymanie schronień dla owadów,chronić ptak wiewiórka nietoperzy owad zapylać zawieszać skrzynka lęgowy zimowy dokarmiać ptak utrzymać owad,NATURA,ptak
2020,Warszawa,Wiaty rowerowe na Nowej Pradze,wiata rowerowy,INFRASTRUKTURA,rowerowy
2020,Warszawa,Przywróćmy latarnie gazowe na Jadowskiej  Kocham Pracę,przywrócić latarnia gazowy,INFRASTRUKTURA,oświetlić
2020,Warszawa,Skatepark na Pradze,skatepark,SPOŁECZEŃSTWO,skatepark
2020,Warszawa,Monitoring uliczny dla skrzyżowania ul. Ratuszowej z ul. Jagiellońską,monitoring skrzyżować ratuszowy jagielloński,INFRASTRUKTURA,monitoring
2020,Warszawa,Musicon  nowatorskie wsparcie dzieci w terapii psychologiczno pedagogicznej.,nowatorski dziecko terapia pedagogiczny,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Nowoczesne podwórko  kontynuacja,nowoczesny,SPOŁECZEŃSTWO,nowoczesny
2020,Warszawa,Ratujmy mural Muchomor  dla Pragi ,ratować mural,INFRASTRUKTURA,mural
2020,Warszawa,Remont historycznego bunkra przy ul. Jasińskiego  Kocham Pracę,remont historyczny bunkier,INFRASTRUKTURA,przebudowa
2020,Warszawa,Zielone ściany i mniej betonu dla Pragi,zielony ściana beton,NATURA,zieleń
2020,Warszawa,Mobilne kino plenerowe dla Pragi,mobilny,INFRASTRUKTURA,dojazdowy
2020,Warszawa,Nakrętkołapacz. Kocham Pracę,kochać,SPOŁECZEŃSTWO,czytać
2020,Warszawa,Modernizacja sali gimnastycznej  Szkoły Podstawowej  nr  filia Namysłowski,modernizacja gimnastyczny,INFRASTRUKTURA,modernizacja
2020,Warszawa,Samoobrona dla dzieci i dorosłych oraz warsztaty przeciwdziałania przemocy rówieśniczej,samoobrona dziecko dorosły warsztaty przemoc rówieśniczy,SPOŁECZEŃSTWO,dorosły
2020,Warszawa,Miasteczko ruchu drogowego,ruch,SPOŁECZEŃSTWO,ruch
2020,Warszawa,Robotyka dla dzieci w VII Ogrodzie Jordanowskim,robotyka dziecko,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Praskie soboty na basenie  aqua aerobic,praski sobota basen aerobic,SPOŁECZEŃSTWO,siłownia
2020,Warszawa,Wspólnie sprzątamy Nową Pracę,wspólnie sprzątać,INFRASTRUKTURA,uporządkować
2020,Warszawa,Zegar spotkań na placu Wileńskim,zegar spotkać plac,INFRASTRUKTURA,spotkać
2020,Warszawa,Praski festiwal muzyki patriotycznej,prask festiwal muzyka patriotyczny,SPOŁECZEŃSTWO,festiwal
2020,Warszawa,Tężnia na  Białostockiej. Kocham Pracę,tężnia kochać,INFRASTRUKTURA,tężnia
2020,Warszawa,Praski ekobutelkomat,prask,INFRASTRUKTURA,plac
2020,Warszawa,Skwer poszukiwaczy złotych monet przy Markowskiej,skwer poszukiwacz złoty moneta,NATURA,skwer
2020,Warszawa,Skatepark na Pradze,skatepark,SPOŁECZEŃSTWO,skatepark
2020,Warszawa,Siłownia plenerowa Al. Tysiąclecia ,siłownia,SPOŁECZEŃSTWO,siłownia
2020,Warszawa,Zielone podwórka dla Pragi,zielony,NATURA,zielony
2020,Warszawa,Więcej zieleni mniej hałasu. Osiedle PanieńskaBlaszanaOlszowa,zielony hałas,NATURA,zieleń
2020,Warszawa,Remont chodnika przy ul. Ratuszowej,remont chodnik ratuszowy,INFRASTRUKTURA,chodnik
2020,Warszawa,Remont sali sportowej na praskim Orliku,remont sport praski,INFRASTRUKTURA,renowacja
2020,Warszawa,Więcej drzew i krzewów dla Pragi ,krzew,NATURA,krzew
2020,Warszawa,Boisko wielofunkcyjne koszykówka piłka nożna tenis ziemny Łochowska ,wielofunkcyjny koszykówka piłka nożny tenis ziemny,SPOŁECZEŃSTWO,koszykówka
2020,Warszawa,Praski koparki,prask koparka,INFRASTRUKTURA,toaleta
2020,Warszawa,Zumba dla dorosłych  zabawa dla dzieci. Kocham Pracę.,zumba dorosły zabawa dziecko kochać,SPOŁECZEŃSTWO,zabawa
2020,Warszawa,Zielona Brzeska  finał. Kocham Pracę,zielony finał kochać,NATURA,zielony
2020,Warszawa,Plac zabaw na Placu Hallera,plac zabawić,SPOŁECZEŃSTWO,zabawić
2020,Warszawa,Mural na hali garażowej ZG,mural hala garażowy,INFRASTRUKTURA,mural
2020,Warszawa,Tańczyć każdy może  nauka tańca dla dzieci i dorosłych,tańczyć nauka taniec dziecko dorosły,SPOŁECZEŃSTWO,ćwiczyć
2020,Warszawa,Jak i czym  kampania dotycząca dokarmiania ptaków zimą  kontynuacja,kampania dotyczyć dokarmiać ptak zima,NATURA,ptak
2020,Warszawa,Zielony i funkcjonalny Golędzinów ,zielony funkcjonalny,NATURA,zielony
2020,Warszawa,Zwiększenie bezpieczeństwa pieszych i rowerzystów  kampania edukacyjna,zwiększyć pieszy rowerzysta kampania edukacyjny,INFRASTRUKTURA,rowerzysta
2020,Warszawa,Pierwsza pomoc przedmedyczny dla uczniów klas  szkół podstawowych znajdujących się na terenie Dzielnicy PragaPółnoc m.st. Warszawy ,pierwsza pomoc przedmedyczny uczeń klasa znajdować warszawa,SPOŁECZEŃSTWO,przedszkolny
2020,Warszawa,Ogrody sąsiedzkie dla Pragi,ogroda,NATURA,ogród
2020,Warszawa,Świąteczna iluminacja choinki na Placu Hallera ,świąteczny iluminacja choinka,INFRASTRUKTURA,latarnia
2020,Warszawa,Nowe nasadzenia i ławki na Placu Wileńskim,nasadzić ławka,INFRASTRUKTURA,ławka
2020,Warszawa,Montaż podjazdu dla wózków przy Pl. Hallera ,montaż podjazd wózek,INFRASTRUKTURA,wózek
2020,Warszawa,Nowe ławeczki nad Wisłą,ławeczka,INFRASTRUKTURA,ławeczka
2020,Warszawa,Remont chodnika na odcinku Rondo Starzyńskiego  przystanek Golędzinów,remont chodnik przystanek,INFRASTRUKTURA,przystanek
2020,Warszawa,Poprawa bezpieczeństwa pieszych na praskich przejściach,poprawa pieszy praski,INFRASTRUKTURA,chodnik
2020,Warszawa,Przedszkolak w Bibliotece. Kocham Pracę,przedszkolak kochać,SPOŁECZEŃSTWO,przedszkolak
2020,Warszawa,Park Trampolina w Jordanki. Kocham Pracę,park kochać,NATURA,park
2020,Warszawa,Rewitalizacja psiego wybiegu,rewitalizacja psi wybieg,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Ratujmy praskie kasztanowce  kontynuacja,ratować praski kasztanowiec,INFRASTRUKTURA,odnowić
2020,Warszawa,Klub Małego Pisarza  całoroczny cykl warsztatów pisarskich dla dzieci,klub całoroczny warsztat pisarski dziecko,SPOŁECZEŃSTWO,klub
2020,Warszawa,Edukacyjna wielkoformatowa gra planszowa dla dzieci na temat bezpieczeństwa na drodze,edukacyjny wielkoformatowy gra planszowy dziecko temat,EDUKACJA,edukacyjny
2020,Warszawa,Bezpieczna droga do szkoły SP    doświetlenie przejścia dla pieszych PaderewskiegoKaletnicza i przesunięcie przystanku Szafarz ,bezpieczny doświetlić przejść pieszy przystanek,INFRASTRUKTURA,pieszy
2020,Warszawa,Warsztaty kuchni świata,warsztaty kuchnia świat,SPOŁECZEŃSTWO,warsztaty
2020,Warszawa,Stroje sceniczne dla zespołu scenicznego RASOWIANKI z Rembertowski Akademii Seniora,strój sceniczny zespół sceniczny,SPOŁECZEŃSTWO,zespół
2020,Warszawa,Rodzinne pikniki plenery i imprezy na świeżym powietrzu,rodzinny piknik plener impreza świeży,SPOŁECZEŃSTWO,piknik
2020,Warszawa,Spotkania i warsztaty z lektorami radiowymi i telewizyjnymi,spotkać warsztaty lektor radiowy telewizyjny,SPOŁECZEŃSTWO,warsztat
2020,Warszawa,Rembertowski kino pod gwiazdami,rembertowski gwiazda,INFRASTRUKTURA,remont
2020,Warszawa,Mobilizacja seniorów dzielnicy Rembertów do  uczestniczenia w przygotowanych przez Miasto dzielnicę Warszawa Rembertów i Rembertowski Akademię Seniora zajęciach dedykowanych na ich potrzeby,mobilizacja senior uczestniczyć przygotować zajęcia dedykować potrzeba,SPOŁECZEŃSTWO,dorosły
2020,Warszawa,Zakup defibrylatora ED,zakup defibrylator,INFRASTRUKTURA,zakup
2020,Warszawa,Aktorzy czytają dzieciom bajki w Rembertowie,aktor czytać dziecko bajka,SPOŁECZEŃSTWO,czytelnik
2020,Warszawa,Sport i kultura dla każdego. Modernizacja sali gimnastycznej na Ziemskiego,sport kultura modernizacja gimnastyczny,INFRASTRUKTURA,modernizacja
2020,Warszawa,Chodnik przy ul. Republikańskiej od ul. Dziewosłęby do ul. Stanisława Fiszera,chodnik republikański dziewosłęb,INFRASTRUKTURA,chodnik
2020,Warszawa,Nasadzenia krzewów ozdobnych  wzdłuż ścieżki rowerowej ul. Zesłańców Polskich,nasadzić krzew ozdobny rowerowy zesłaniec,NATURA,nasadzić
2020,Warszawa,Warsztaty z robotyki dla dzieci,warsztaty robotyk dziecko,SPOŁECZEŃSTWO,warsztaty
2020,Warszawa, m chodnika na ul. Kadrowej od nr  do ul. Zygmunt,chodnik kadrowy,INFRASTRUKTURA,chodnik
2020,Warszawa,Ławki i kosze w ciągu pieszorowerowym ul. Partnerskiej,ławka kosz pieszorowerowy partnerski,INFRASTRUKTURA,ławka
2020,Warszawa,Zakup książek do rembertowski biblioteki,zakup książka rembertowski biblioteka,EDUKACJA,biblioteka
2020,Warszawa,Świąteczne iluminacje  choinka na Boże Narodzenie,świąteczny iluminacja choinka,INFRASTRUKTURA,latarnia
2020,Warszawa,Międzypokoleniowa przestrzeń rekreacyjna w Ośrodku Pomocy Społecznej Dzielnicy Rembertów m.st. Warszawy,międzypokoleniowy rekreacyjny warszawa,SPOŁECZEŃSTWO,rekreacyjny
2020,Warszawa,Całodobowa wyrzutnia książek  przy bibliotece ul. Gawędziarzy ,całodobowy wyrzutnia książka biblioteka gawędziarz,EDUKACJA,biblioteka
2020,Warszawa,Potańcówki wielopokoleniowe,potańcówka wielopokoleniowy,INFRASTRUKTURA,przejazdruchowy
2020,Warszawa,Materiały pomocnicze do zajęć plastycznych dla Rembertowski Akademii Seniora.,materiał pomocniczy zająć plastyczny,INFRASTRUKTURA,nawierzchniasztuczny
2020,Warszawa,Rembertów  przedwojenne ciekawostki,przedwojenny ciekawostka,INFRASTRUKTURA,zabytkowy
2020,Warszawa,Miłość Ci wszystko wybaczy  cykl koncertów,miłość wszystek wybaczyć koncert,SPOŁECZEŃSTWO,koncert
2020,Warszawa,ławeczka mistrza Paderewskiego,ławeczka mistrz,INFRASTRUKTURA,ławeczka
2020,Warszawa,Budowa ciągu pieszego wzdłuż ul. Grzybowej pomiędzy ulicami InstruktorskaFizylierów,budowa pieszy grzybowy,INFRASTRUKTURA,budowa
2020,Warszawa,Mural  D na budynku ratusza,mural budynek ratusz,INFRASTRUKTURA,budynek
2020,Warszawa,Spotkanie z gwiazdą,gwiazda,SPOŁECZEŃSTWO,starszy
2020,Warszawa,Letnie pokazy laserowe ,pokaz laserowy,NATURA,las
2020,Warszawa,Poprawa wyposażenia zespołu boisk przy SP ,poprawa zespół,SPOŁECZEŃSTWO,zespół
2020,Warszawa,Dofinansowanie pracowni malarskiej Rembertowski Akademii Seniora,dofinansować pracownia malarski,EDUKACJA,pracownia
2020,Warszawa,Koncertowy Rembertów,koncertowy,SPOŁECZEŃSTWO,koncert
2020,Warszawa,Pracownia szycia,pracownia szyć,EDUKACJA,pracownia
2020,Warszawa,Zielony Rembertów  nasadzenia drzew i krzewów przy ul. Roty,zielony nasadzić krzew rota,NATURA,zieleń
2020,Warszawa,Organizacja wydarzeń kulturalnych i edukacyjnych w rembertowski bibliotece,organizacja kulturalny edukacyjny rembertowski biblioteka,EDUKACJA,edukacyjny
2020,Warszawa,Rembertowski bal seniora w ramach obchodów warszawskich dni seniora,rembertowski bal seniora obchód warszawski seniora,SPOŁECZEŃSTWO,senior
2020,Warszawa,Wielka rembertowski warsztatowa czyli cykl praktycznych warsztatów dla każdego,wielki rembertowski warsztatowy praktyczny warsztat,SPOŁECZEŃSTWO,warsztat
2020,Warszawa,Rembertowski uniwersytet dziecięcy,rembertowski uniwersytet dziecięcy,SPOŁECZEŃSTWO,przedszkolny
2020,Warszawa,Potańcówki na cechach przy muzyce na żywo w Domu Kultury Rembertów,potańcówka cecha muzyka żywo,EDUKACJA,muzyka
2020,Warszawa,Podlewanie drzew posadzonych w latach  w ramach programu Milion drzew dla Warszawy i budżetu partycypacyjnego w Dzielnicy Rembertów,podlewać posadzić program budżet partycypacyjny,SPOŁECZEŃSTWO,program
2020,Warszawa,Bezpieczna droga do szkoły podstawowej   doświetlenie przejść dla pieszych przy ul. Paderewskiego i wyznaczenie nowego przejścia KordianaPaderewskiego,bezpieczny doświetlić pieszy wyznaczyć przejść,INFRASTRUKTURA,pieszy
2020,Warszawa,Budki dla ptaków,budka ptak,NATURA,ptak
2020,Warszawa,Plenerowa biblioteczka na Wygodzie,biblioteczka,EDUKACJA,biblioteka
2020,Warszawa,Pętla indukcyjna dla osób niedosłyszących,pętla indukcyjny osoba niedosłyszeć,SPOŁECZEŃSTWO,osoba
2020,Warszawa,Rembertowski gra towarzyska,rembertowski gra towarzyski,SPOŁECZEŃSTWO,piłkarski
2020,Warszawa,Rembertowski wyprzedaż garażowa,rembertowski wyprzedaż garażowy,INFRASTRUKTURA,parkingowy
2020,Warszawa,Małe i duże kulinarne podróże czyli spotkania w kuchni z podróżnikami i artystami,kulinarny podróż spotkać kuchnia podróżnik artysta,SPOŁECZEŃSTWO,artystyczny
2020,Warszawa,Rembertowski pracownia cyrkowa,rembertowski pracownia cyrkowy,EDUKACJA,pracownia
2020,Warszawa,Warsztaty bębniarskie dla dzieci,warsztaty bębniarski dziecko,SPOŁECZEŃSTWO,warsztaty
2020,Warszawa,Ekologiczne gry i zabawki dla Domu Kultury Rembertów,ekologiczny gra zabawka,NATURA,ekologiczny
2020,Warszawa,Folklor na Wygodzie,folklor,EDUKACJA,kultura
2020,Warszawa,Rembertowski ciekawostki  przewodnik,rembertowski ciekawostka przewodnik,INFRASTRUKTURA,rowerzysta
2020,Warszawa,Spotkajmy się na Twardej ,spotkać,INFRASTRUKTURA,spotkać
2020,Warszawa,Zbiory dla bibliotek,zbiór biblioteka,EDUKACJA,biblioteka
2020,Warszawa,Zielony ogród na skwerze Meandrów,zielony ogród skwer,NATURA,ogród
2020,Warszawa,Drzewa pamięci Wojciecha Młynarskiego Zofii Czerwińskiej Zbigniewa Religi i innych znanych osób na Powiślu,pamięć znany osoba,SPOŁECZEŃSTWO,osoba
2020,Warszawa,Więcej wspólnej zieleni i wygodny chodnik w Śródmieściu Południowym,wspólny zielony chodnik,INFRASTRUKTURA,chodnik
2020,Warszawa,Mini ogród homologiczny,ogród homologiczny,NATURA,ogród
2020,Warszawa,Iluminacja zimowa na ul. Waryńskiego,iluminacja zimowy,INFRASTRUKTURA,latarnia
2020,Warszawa,Ławeczka bez nałogów,ławeczka nałóg,INFRASTRUKTURA,ławeczka
2020,Warszawa,Oświetlenie alejek wzdłuż placyku zabawskweru na rogu ul. Karmelickiej i Miłej Muranów,oświetlić alejka placyk karmelicki,INFRASTRUKTURA,oświetlić
2020,Warszawa,Pociąg do Buli,pociąg,INFRASTRUKTURA,tramwajowy
2020,Warszawa,Potańcówki z muzyką swingową na żywo,potańcówka muzyka swingowy żywo,EDUKACJA,muzyka
2020,Warszawa,Obiad dla potrzebujących w Śródmieściu,obiad potrzebujący,INFRASTRUKTURA,stół
2020,Warszawa,Uspokojenie ruchu samochodowego na skrzyżowaniu ul. Karmelickiej i ul. Miłej Muranów,uspokoić ruch samochodowy karmelicki miła,INFRASTRUKTURA,samochód
2020,Warszawa,Bezpieczny i jasny park im. RydzaŚmigłego. Instalacja czterech latarni parkowych przy wybiegu dla psów alejce parkowej i toalecie publicznej między ulicą Czerniakowski a ulicą Szarą ,bezpieczny jasny park instalacja latarnia parkowy wybieg pies alejka parkowy toaleta,NATURA,parkowy
2020,Warszawa,Przybliżenie kultury lat . XX wieku  cykl pokazów filmowych i warsztatów tanecznych,kultura wiek pokazówa filmowy warsztat taneczny,EDUKACJA,kultura
2020,Warszawa,Kącik Dla Rysowników,kącik,NATURA,zakątek
2020,Warszawa,Plac zabaw w zielonej okolicy placu Trzech Krzyży,plac zabawić zielony plac,NATURA,trawnik
2020,Warszawa,Zielony Widok i podlewanie drzew w całym ścisłym centrum Warszawy,zielony podlewać ścisły,NATURA,zielony
2020,Warszawa,Wszystkie dzieci programuje,wszystek dziecko programować,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Fun Run przygoda z mapą  Śródmieście,przygoda mapa,EDUKACJA,historia
2020,Warszawa,Syrenki na Skwerze,syrenka,SPOŁECZEŃSTWO,kobieta
2020,Warszawa,Ratujemy Zwierzęta   zbudujmy im domy w parkach i zieleńcach Śródmieścia,ratować zbudować parka zieleniec,NATURA,ogród
2020,Warszawa,Urbis Warsztaty urbanistycznoarchitektoniczne dla dzieci,urbanistycznoarchitektoniczny dziecko,INFRASTRUKTURA,architektura
2020,Warszawa,Zieleń dla Muranowa  Założenie terenu zielonego wzdłuż ulicy Miłej,zieleń,NATURA,zieleń
2020,Warszawa,Ławeczka Leopolda Tyrmanda,ławeczka,INFRASTRUKTURA,ławeczka
2020,Warszawa,Rozbudowa ścieżki dla pieszych na skwerze im. Zofii Kuratorskiej na Muranowie,rozbudowa pieszy skwer,SPOŁECZEŃSTWO,skatepark
2020,Warszawa,Renowacja zieleńca przy ul. Kopernika między ul. Okólnik a Szczygla,renowacja zieleniec okólnik,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Ogrody na ulicy Meandrów,ogroda,NATURA,ogród
2020,Warszawa,Zieleń na Nowowiejskiej.,zieleń,NATURA,zieleń
2020,Warszawa,Uniwersytet Dziecięcy w Śródmieściu ,uniwersytet,SPOŁECZEŃSTWO,uczeń
2020,Warszawa,Less waste  warsztaty dla dzieci jak mniej marnować i być eko,less warsztaty dziecko marnować,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Międzypokoleniowy Festiwal Gier Planszowych,międzypokoleniowy,SPOŁECZEŃSTWO,międzypokoleniowy
2020,Warszawa,Domalujmy brakujące kontrapasy,domalować brakujący kontrapas,SPOŁECZEŃSTWO,niepełnosprawny
2020,Warszawa,Rewitalizacja mis i drzew w Al. Jerozolimskich ,rewitalizacja misa jerozolimski,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Potańcówka na Mariensztacie,potańcówka,INFRASTRUKTURA,pętla
2020,Warszawa,Cykl spotkań autorskich dla dzieci ,spotkać autorski dziecko,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Lata ste lata ste na Muranowie kultura i sztuka łączy pokolenia w Międzypokoleniowej Klubokawiarni,latać latać kultura sztuka,EDUKACJA,kultura
2020,Warszawa,Samoobrona dla dzieci i młodzieży,samoobrona dziecko młodzież,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Biblioteka    zbiory i spędzanie wolnego czasu,biblioteka zbiór spędzać,EDUKACJA,biblioteka
2020,Warszawa,Park kieszonkowy na ul. Kruczej,park kieszonkowy kruczy,NATURA,park
2020,Warszawa,Krzewy na Marszałkowskiej,krzew,NATURA,krzew
2020,Warszawa,Wysłanie łąki świetnej wzdłuż ul. Miłej przy skrzyżowaniu z ul. Karmelicki na istniejącym trawniku na wysokosci placyku zabaw,wysłać łąka świetny miła karmelicki trawnik placyk zabawić,SPOŁECZEŃSTWO,dobry
2020,Warszawa,Ochrona drzew w stylowych stalowych ogrodzeniach,ochrona stylowy stalowy,NATURA,ochrona
2020,Warszawa,Czyste śmietniki w Śródmieściu,czysta śmietnik,INFRASTRUKTURA,czysta
